gqa,okvqa,vqav2,aokvqa,avg,name
57.40976307839084,53.92,74.0,71.26637554585152,64.14903465606059,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
60.136746700588326,56.03,75.27,71.70305676855895,65.78495086728682,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
60.99538877404993,56.27,76.52,73.27510917030567,66.7651244860889,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
61.94943552234059,57.39,76.95,74.06113537117905,67.58764272337991,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
62.55366512959135,58.17,77.83,73.53711790393012,68.02269575838037,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.26920019080935,57.8,78.7,75.54585152838428,68.8287629297984,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.46000954046749,58.15,79.09,74.58515283842794,68.82129059472385,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.77007473366195,57.8,79.62,73.7117903930131,68.72546628166876,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.96883447288917,58.25,79.77,73.88646288209607,68.9688243387463,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.97678486245826,57.81,79.93,74.14847161572052,68.9663141195447,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_Universal_lnout_lr4e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
