gqa,okvqa,vqav2,aokvqa,avg,name
56.60677373191286,54.29,73.57,69.86899563318777,63.58394234127515,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
59.119096835744955,54.34,74.97,72.0524017467249,65.12037464561746,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
60.534266179042774,55.22,76.07,72.48908296943232,66.07833728711877,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
61.67912227699157,56.98,76.72,72.83842794759825,67.05438755614745,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
62.97503577675306,57.19,77.6,73.1004366812227,67.71636811449395,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
62.8001272062331,57.32,78.46,73.1877729257642,67.94197503299932,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.14994434727301,57.81,78.84,73.27510917030567,68.26876337939467,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.80187629193831,57.89,79.37,73.44978165938865,68.62791448783175,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.77802512323104,57.75,79.6,73.7991266375546,68.7317879401964,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.80187629193831,57.72,79.73,73.27510917030567,68.63174636556099,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Cross_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
