gqa,okvqa,vqav2,aokvqa,avg,name
56.78963269200191,53.55,73.54,70.04366812227074,63.48082520356816,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
59.95388774049929,54.89,75.12,71.52838427947599,65.37306800499383,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
60.7966290348227,55.93,76.01,72.83842794759825,66.39376424560524,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
61.84608045794244,56.83,76.7,73.44978165938865,67.20646552933277,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
62.943234218476704,57.48,77.75,74.235807860262,68.10226051968468,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
62.67292097312769,57.44,78.43,75.4585152838428,68.50035906424263,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.36460486563842,57.82,78.92,75.10917030567686,68.80344379282882,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.66671966926379,57.44,79.35,75.02183406113538,68.86963843259979,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.80187629193831,58.0,79.53,74.75982532751092,69.0229254048623,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.929082525043725,57.57,79.69,74.58515283842794,68.94355884086792,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_Route_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
