gqa,okvqa,vqav2,aokvqa,avg,name
56.69422801717284,53.93,73.63,70.21834061135371,63.618142157131636,qformer_mode_cls
60.18444903800286,54.71,75.09,71.35371179039302,65.33454020709897,qformer_mode_cls
60.96358721577357,55.93,76.09,72.75109170305677,66.43366972970759,qformer_mode_cls
61.79042773095882,57.57,76.78,72.75109170305677,67.2228798585039,qformer_mode_cls
62.8716807123549,57.71,77.7,74.14847161572052,68.10753808201886,qformer_mode_cls
62.617268246144064,57.61,78.39,73.44978165938865,68.01676247638318,qformer_mode_cls
63.396406423914776,57.79,78.82,74.235807860262,68.5605535710442,qformer_mode_cls
63.738273175385594,58.03,79.24,73.53711790393012,68.63634776982892,qformer_mode_cls
63.69852122754015,58.26,79.43,73.97379912663754,68.84058008854441,qformer_mode_cls
63.89728096676737,58.35,79.56,73.88646288209607,68.92343596221586,qformer_mode_cls
