gqa,okvqa,vqav2,aokvqa,avg,name
55.94689139767849,55.37,73.57,71.87772925764192,64.1911551638301,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
58.92033709651773,57.8,75.28,72.92576419213974,66.23152532216437,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
61.241850850691684,55.57,76.29,73.36244541484717,66.61607406638471,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
61.18619812370806,58.16,76.99,72.66375545851528,67.24998839555585,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
62.50596279217682,57.91,77.67,72.0524017467249,67.53459113472543,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
62.85577993321672,57.46,78.48,73.1877729257642,67.99588821474524,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
63.308952138654796,58.33,79.06,73.1004366812227,68.44984720496937,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
63.19764668468755,58.23,79.57,73.01310043668123,68.50268678034219,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
63.66671966926379,58.78,79.71,72.40174672489083,68.63961659853865,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
63.53156304658928,58.68,79.82,72.22707423580786,68.56465932059928,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_CROSS_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_sead40_0409
