gqa,okvqa,vqav2,aokvqa,avg,name
55.78788360629671,55.61,73.52,69.51965065502183,63.60938356532964,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
58.586420734616,54.97,74.97,71.87772925764192,65.10103749806449,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
60.47066306249006,56.51,76.34,73.97379912663754,66.8236155472819,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
61.95738591190968,58.0,77.04,72.48908296943232,67.37161722033551,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
62.30720305294959,56.96,78.11,73.53711790393012,67.72858023921992,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
63.213547463825726,57.73,78.72,73.27510917030567,68.23466415853285,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
63.308952138654796,57.18,79.34,74.14847161572052,68.49435593859383,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
63.48386070917474,58.0,79.77,73.27510917030567,68.63224246987009,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
63.555414215296544,58.05,79.99,73.53711790393012,68.78313302980666,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
63.642868500556524,58.02,80.04,73.7117903930131,68.8536647233924,mix_coco_gqa_ao_cocap_raw_QformerMoE_CLS_Cross_Route_lnout_lr5e5_3ex3b_2loss_001_top6layer_textinqf_10epo_0403
