gqa,okvqa,vqav2,aokvqa,avg,name
57.020193989505486,53.7,73.8,70.21834061135371,63.6846336502148,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
60.33550643981555,54.9,75.12,72.40174672489083,65.68931329117659,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
60.947686436635394,55.55,76.29,73.01310043668123,66.45019671832915,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
61.45651136905709,57.24,76.39,73.62445414847161,67.17774137938218,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
62.65702019398951,57.34,77.73,75.37117903930131,68.2745498083227,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.5156622674511,57.95,78.4,73.62445414847161,68.37252910398068,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.6587692796947,57.77,78.75,74.49781659388647,68.6691464683953,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.80187629193831,58.11,79.17,74.58515283842794,68.91675728259156,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.89728096676737,58.08,79.43,75.02183406113538,69.10727875697569,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
63.937032914612814,58.3,79.54,75.72052401746726,69.37438923302003,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_CLS_query_lnout_lr5e5_4ex4b_2loss_001_top6layer_textinqf_10epo_0331
