gqa,okvqa,vqav2,aokvqa,avg,name
57.036094768643665,53.69,73.69,70.65502183406113,63.7677791506762,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
59.67562410558117,55.11,75.05,72.40174672489083,65.559342707618,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
60.35140721895373,55.52,76.04,72.75109170305677,66.16562473050263,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
61.5837176021625,57.1,76.65,72.0524017467249,66.84652983722185,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.022738114167595,58.09,77.54,73.1877729257642,67.96012775998295,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.134043568134835,57.48,78.35,73.7991266375546,68.19079255142236,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.35665447606933,57.87,78.9,73.44978165938865,68.3941090338645,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.722372396247415,58.24,79.42,73.1877729257642,68.6425363305029,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
64.05628875814915,58.14,79.63,73.44978165938865,68.81901760438444,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
63.937032914612814,58.15,79.77,73.1004366812227,68.73936739895888,mix_coco_gqa_ao_cocap_textcap_raw_QformerMoE_Post_lnout_lr5e5_4extop1_2loss_001_top6layer_textinqf_10epo_0404
